id_homol,hagrid,organism,gene_id,gene_symbol,gene_name
6746,101,9544,701598,HELLS,"helicase, lymphoid-specific"
6745,101,9598,450624,HELLS,"helicase, lymphoid-specific"
6744,101,9606,3070,HELLS,"helicase, lymphoid-specific"
6922,85,5141,3877214,NCU04302,NCU04302
6923,85,3702,824956,SCE1,SCE1
6920,85,4896,2542196,hus5,hus5
6921,85,318829,2674957,MGG_00970,MGG_00970
6919,85,33169,4621119,AGOS_AER056C,AGOS_AER056C
6918,85,28985,2894145,KLLA0E05039g,KLLA0E05039g
6917,85,4932,851495,UBC9,UBC9
6916,85,7165,1270852,AgaP_AGAP011076,AgaP_AGAP011076
6915,85,7227,33226,lwr,lesswright
6914,85,7955,114445,ube2i2,ubiquitin-conjugating enzyme E2I2
6913,85,9031,374123,UBE2I,ubiquitin-conjugating enzyme E2I
6911,85,10090,22196,Ube2i,ubiquitin-conjugating enzyme E2I
6912,85,10116,25573,Ube2i,ubiquitin-conjugating enzyme E2I
6910,85,9913,515573,UBE2I,ubiquitin-conjugating enzyme E2I
6909,85,9615,491332,UBE2I,ubiquitin-conjugating enzyme E2I
6908,85,9544,722434,UBE2I,ubiquitin-conjugating enzyme E2I
6907,85,9598,749975,UBE2I,ubiquitin-conjugating enzyme E2I
6906,85,9606,7329,UBE2I,ubiquitin-conjugating enzyme E2I
7538,30,7955,30262,ins,preproinsulin
7537,30,9031,396145,INS,insulin
7536,30,10116,24506,Ins2,insulin 2
7535,30,10090,16334,Ins2,insulin II
7534,30,9615,483665,INS,insulin
7533,30,9598,449570,INS,insulin
7532,30,9606,3630,INS,insulin
7566,27,10090,16197,Il7r,interleukin 7 receptor
7565,27,9913,521554,IL7R,interleukin 7 receptor
7564,27,9615,612582,IL7R,interleukin 7 receptor
7563,27,9544,699869,IL7R,interleukin 7 receptor
7562,27,9598,461922,IL7R,interleukin 7 receptor
7561,27,9606,3575,IL7R,interleukin 7 receptor
5419,218,10116,24536,Lepr,leptin receptor
5418,218,10090,16847,Lepr,leptin receptor
5417,218,9913,497205,LEPR,leptin receptor
5416,218,9615,450207,LEPR,leptin receptor
5415,218,9544,574126,LEPR,leptin receptor
5414,218,9598,456919,LEPR,leptin receptor
5413,218,9606,3953,LEPR,leptin receptor
7421,41,9913,505709,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
7420,41,9615,403883,ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
7419,41,9544,697573,ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
7418,41,9598,454636,ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
7417,41,9606,2064,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
6445,125,7955,58123,hsf1,heat shock transcription factor 1
6444,125,10116,79245,Hsf1,heat shock transcription factor 1
6443,125,10090,15499,Hsf1,heat shock factor 1
6442,125,9913,506235,HSF1,heat shock transcription factor 1
6440,125,9544,714078,HSF1,heat shock transcription factor 1
6441,125,9615,475124,HSF1,heat shock transcription factor 1
6439,125,9606,3297,HSF1,heat shock transcription factor 1
7802,4,10090,18736,Pou1f1,"POU domain, class 1, transcription factor 1"
7800,4,9615,403753,POU1F1,POU class 1 homeobox 1
7801,4,9913,282315,POU1F1,POU class 1 homeobox 1
7799,4,9544,719349,POU1F1,POU class 1 homeobox 1
7798,4,9598,470861,POU1F1,POU class 1 homeobox 1
7797,4,9606,5449,POU1F1,POU class 1 homeobox 1
6380,130,3702,837405,CSD1,CSD1
6381,130,4530,4332846,Os03g0351500,Os03g0351500
6378,130,318829,2682824,MGG_02625,MGG_02625
6379,130,5141,3880431,NCU02133,NCU02133
6377,130,4896,2542128,sod1,sod1
6376,130,33169,4622639,AGOS_AGL321W,AGOS_AGL321W
6375,130,28985,2893843,KLLA0E05567g,KLLA0E05567g
6374,130,4932,853568,SOD1,SOD1
6373,130,6239,173776,sod-5,sod-5
6372,130,6239,174141,sod-1,sod-1
6371,130,7165,1272692,CUSOD3,CUSOD3
6370,130,7227,39251,Sod,Superoxide dismutase
6369,130,7955,30553,sod1,"superoxide dismutase 1, soluble"
6368,130,9031,395938,SOD1,"superoxide dismutase 1, soluble"
6366,130,10090,20655,Sod1,"superoxide dismutase 1, soluble"
6367,130,10116,24786,Sod1,"superoxide dismutase 1, soluble"
6365,130,9913,281495,SOD1,"superoxide dismutase 1, soluble"
6364,130,9615,403559,SOD1,"superoxide dismutase 1, soluble"
6362,130,9598,449637,SOD1,"superoxide dismutase 1, soluble"
6363,130,9544,574096,SOD1,"superoxide dismutase 1, soluble"
6361,130,9606,6647,SOD1,"superoxide dismutase 1, soluble"
5257,233,8364,550009,zmpste24,zinc metallopeptidase STE24
5255,233,3702,828209,ATSTE24,ATSTE24
5256,233,4530,4330318,Os02g0680400,Os02g0680400
5254,233,5141,3877496,NCU03637,NCU03637
5252,233,4896,2543456,SPAC3H1.05,SPAC3H1.05
5253,233,318829,2685124,MGG_06951,MGG_06951
5250,233,4932,853581,STE24,STE24
5251,233,28985,2893119,KLLA0D10846g,KLLA0D10846g
5249,233,6239,172820,fce-1,fce-1
5248,233,7165,1274618,AgaP_AGAP004470,AgaP_AGAP004470
5247,233,7227,36908,ste24a,prenyl protease type I
5246,233,7955,334380,zmpste24,"zinc metallopeptidase, STE24 homolog"
5245,233,9031,419572,ZMPSTE24,zinc metallopeptidase STE24
5244,233,10116,313564,Zmpste24,zinc metallopeptidase STE24
5242,233,9913,538104,ZMPSTE24,"zinc metallopeptidase (STE24 homolog, S. cerevisiae)"
5243,233,10090,230709,Zmpste24,"zinc metallopeptidase, STE24"
5241,233,9615,482460,ZMPSTE24,zinc metallopeptidase STE24
5240,233,9544,693765,ZMPSTE24,zinc metallopeptidase STE24 homolog (S. cerevisiae)
5239,233,9598,456790,ZMPSTE24,zinc metallopeptidase STE24 homolog (S. cerevisiae)
5238,233,9606,10269,ZMPSTE24,zinc metallopeptidase STE24
7176,64,7955,566841,crebbpa,CREB binding protein a
7175,64,9031,416667,CREBBP,CREB binding protein
7174,64,10116,54244,Crebbp,CREB binding protein
7173,64,10090,12914,Crebbp,CREB binding protein
7172,64,9913,505453,CREBBP,CREB binding protein
7171,64,9615,479866,CREBBP,CREB binding protein
7170,64,9544,704331,CREBBP,CREB binding protein
7168,64,9606,1387,CREBBP,CREB binding protein
7169,64,9598,467891,CREBBP,CREB binding protein
5896,175,3702,842248,MPK2,MPK2
5895,175,3702,837559,MPK1,MPK1
5894,175,5141,3875860,NCU02393,NCU02393
5880,176,7955,321622,hmgb1a,high-mobility group box 1a
5879,176,9031,395724,HMGB1,high mobility group box 1
5878,176,10116,685520,LOC685520,similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30)
5877,176,9913,282691,HMGB1,high mobility group box 1
5876,176,9615,403170,HMGB1,high mobility group box 1
5875,176,9544,712849,HMGB1,high mobility group box 1
5874,176,9598,452518,HMGB1,high mobility group box 1
5873,176,9606,3146,HMGB1,high mobility group box 1
7393,44,9031,374246,NBN,nibrin
7392,44,10116,85482,Nbn,nibrin
7391,44,10090,27354,Nbn,nibrin
7390,44,9913,522943,NBN,nibrin
7389,44,9615,611315,NBN,nibrin
7388,44,9544,695912,NBN,nibrin
7387,44,9598,464278,NBN,nibrin
7386,44,9606,4683,NBN,nibrin
7272,56,9913,515924,RET,ret proto-oncogene
7271,56,9615,403494,RET,ret proto-oncogene
7270,56,9544,703466,RET,ret proto-oncogene
7269,56,9598,100612888,RET,ret proto-oncogene
7268,56,9606,5979,RET,ret proto-oncogene
7083,72,4932,854508,MIP1,MIP1
7082,72,7165,1272128,AgaP_AGAP000139,AgaP_AGAP000139
7081,72,7227,34792,tam,tamas
7080,72,7955,100150924,polg,"polymerase (DNA directed), gamma"
7079,72,9031,404292,POLG,"polymerase (DNA directed), gamma"
7078,72,10116,85472,Polg,"polymerase (DNA directed), gamma"
7077,72,10090,18975,Polg,"polymerase (DNA directed), gamma"
7075,72,9615,100856383,POLG,"polymerase (DNA directed), gamma"
7076,72,9913,533090,POLG,"polymerase (DNA directed), gamma"
7074,72,9544,699750,POLG,"polymerase (DNA directed), gamma"
7072,72,9606,5428,POLG,"polymerase (DNA directed), gamma"
7073,72,9598,467754,POLG,"polymerase (DNA directed), gamma"
5788,184,10090,15209,Hesx1,homeobox gene expressed in ES cells
5787,184,9913,781811,HESX1,HESX homeobox 1
5785,184,9544,704551,HESX1,HESX homeobox 1
5786,184,9615,484718,HESX1,HESX homeobox 1
5784,184,9598,747229,HESX1,HESX homeobox 1
5783,184,9606,8820,HESX1,HESX homeobox 1
5067,246,7955,394065,ppm1da,"protein phosphatase 1D magnesium-dependent, delta isoform a"
5066,246,7955,492468,ppm1db,"protein phosphatase 1D magnesium-dependent, delta isoform b"
5065,246,9031,417644,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent, 1D"
5064,246,10116,287585,Ppm1d,"protein phosphatase, Mg2+/Mn2+ dependent, 1D"
5057,247,8364,100144952,chek2,checkpoint kinase 2
5040,248,8364,733907,pck1,phosphoenolpyruvate carboxykinase 1 (soluble)
5039,248,7227,37130,CG10924,CG10924
5038,248,7955,378727,pck1,phosphoenolpyruvate carboxykinase 1 (soluble)
5028,249,4896,2541571,SPAC1565.02c,SPAC1565.02c
5029,249,8364,493503,arhgap1,Rho GTPase activating protein 1
5027,249,6239,174751,rga-1,rga-1
6091,154,4530,4331719,Os03g0163300,Os03g0163300
6074,155,8364,493407,gss,glutathione synthetase
6073,155,4530,4351008,Os11g0642800,Os11g0642800
6072,155,3702,832797,GSH2,GSH2
6012,164,9031,425619,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6011,164,10116,25578,Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"
6010,164,10090,22631,Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6009,164,9913,287022,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6008,164,9615,475864,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6007,164,9544,709723,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6006,164,9598,472830,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
6005,164,9606,7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"
5768,186,9913,513558,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin)
5767,186,9615,476054,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin)
5766,186,9544,100428843,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin)
5765,186,9598,100609080,LOC100609080,seipin-like
5764,186,9606,26580,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin)
6097,153,9913,281209,GPX1,glutathione peroxidase 1
6096,153,9615,442961,GPX1,glutathione peroxidase 1
6095,153,9544,706732,GPX1,glutathione peroxidase 1
6094,153,9598,461015,GPX1,glutathione peroxidase 1
6093,153,9606,2876,GPX1,glutathione peroxidase 1
6902,86,9913,280943,TNF,tumor necrosis factor
6901,86,9615,403922,TNF,tumor necrosis factor
6900,86,9544,715467,TNF,tumor necrosis factor
6899,86,9598,494186,TNF,tumor necrosis factor
6898,86,9606,7124,TNF,tumor necrosis factor
6193,147,8364,100036666,rad52,RAD52 homolog
6192,147,7955,554171,rad52,RAD52 homolog (S. cerevisiae)
6191,147,9031,418152,RAD52,RAD52 homolog (S. cerevisiae)
6190,147,10116,297561,Rad52,RAD52 homolog (S. cerevisiae)
6189,147,10090,19365,Rad52,RAD52 homolog (S. cerevisiae)
6188,147,9913,512897,RAD52,RAD52 homolog (S. cerevisiae)
6187,147,9615,477729,RAD52,RAD52 homolog (S. cerevisiae)
6186,147,9598,466911,RAD52,RAD52 homolog (S. cerevisiae)
6185,147,9606,5893,RAD52,RAD52 homolog (S. cerevisiae)
7788,6,10116,24842,Tp53,tumor protein p53
5397,220,9031,395722,CLU,clusterin
5396,220,10116,24854,Clu,clusterin
5395,220,10090,12759,Clu,clusterin
5394,220,9913,280750,CLU,clusterin
5393,220,9615,442971,CLU,clusterin
5390,220,9606,1191,CLU,clusterin
5391,220,9598,464075,CLU,clusterin
5392,220,9544,677866,CLU,clusterin
6599,113,28985,2896921,KLLA0B12078g,KLLA0B12078g
6598,113,4932,852385,POL30,POL30
6597,113,6239,177161,pcn-1,pcn-1
6596,113,7165,1279643,AgaP_AGAP010220,AgaP_AGAP010220
6595,113,7227,37290,mus209,mutagen-sensitive 209
6594,113,7955,30678,pcna,proliferating cell nuclear antigen
6593,113,9031,373984,PCNA,proliferating cell nuclear antigen
6592,113,10116,25737,Pcna,proliferating cell nuclear antigen
6591,113,10090,18538,Pcna,proliferating cell nuclear antigen
6590,113,9913,515499,PCNA,proliferating cell nuclear antigen
6589,113,9615,477166,PCNA,proliferating cell nuclear antigen
6587,113,9598,458081,PCNA,proliferating cell nuclear antigen
6588,113,9544,718006,PCNA,proliferating cell nuclear antigen
6586,113,9606,5111,PCNA,proliferating cell nuclear antigen
5201,237,33169,4621876,AGOS_AFR086C,AGOS_AFR086C
5199,237,4932,853344,GSH1,GSH1
5200,237,28985,2894885,KLLA0F14058g,KLLA0F14058g
5198,237,6239,174438,gcs-1,gcs-1
5197,237,7165,1281664,AgaP_AGAP001512,AgaP_AGAP001512
5196,237,7227,53581,Gclc,Glutamate-cysteine ligase catalytic subunit
5195,237,7955,326857,gclc,"glutamate-cysteine ligase, catalytic subunit"
5194,237,9031,421894,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5193,237,10116,25283,Gclc,"glutamate-cysteine ligase, catalytic subunit"
5192,237,10090,14629,Gclc,"glutamate-cysteine ligase, catalytic subunit"
5191,237,9913,512468,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5190,237,9615,609822,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5189,237,9544,710508,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5188,237,9598,742732,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5187,237,9606,2729,GCLC,"glutamate-cysteine ligase, catalytic subunit"
5212,236,10116,29240,Polb,"polymerase (DNA directed), beta"
5211,236,10090,18970,Polb,"polymerase (DNA directed), beta"
5210,236,9913,614688,POLB,"polymerase (DNA directed), beta"
5209,236,9615,494001,POLB,"polymerase (DNA directed), beta"
5208,236,9544,704801,POLB,"polymerase (DNA directed), beta"
5207,236,9598,737210,POLB,"polymerase (DNA directed), beta"
5206,236,9606,5423,POLB,"polymerase (DNA directed), beta"
6274,138,10116,25728,Apoe,apolipoprotein E
6273,138,10090,11816,Apoe,apolipoprotein E
6272,138,9913,281004,APOE,apolipoprotein E
6271,138,9615,476438,APOE,apolipoprotein E
6270,138,9544,714623,APOE,apolipoprotein E
6268,138,9606,348,APOE,apolipoprotein E
6269,138,9598,449586,APOE,apolipoprotein E
6966,83,5141,3874180,NCU09118,NCU09118
6965,83,318829,2680887,MGG_09917,MGG_09917
6964,83,4896,2540032,top1,top1
6963,83,33169,4619521,AGOS_ACL008C,AGOS_ACL008C
6962,83,28985,2892647,KLLA0C06116g,KLLA0C06116g
6961,83,4932,854156,TOP1,TOP1
6960,83,6239,266847,top-1,top-1
6959,83,7165,1270877,AgaP_AGAP004078,AgaP_AGAP004078
6958,83,7227,32458,Top1,Topoisomerase 1
6957,83,7955,553496,top1l,"topoisomerase (DNA) I, like"
6956,83,9031,396004,TOP1,topoisomerase (DNA) I
6955,83,10116,64550,Top1,topoisomerase (DNA) I
6954,83,10090,21969,Top1,topoisomerase (DNA) I
6953,83,9913,534799,TOP1,topoisomerase (DNA) I
6952,83,9615,477229,TOP1,topoisomerase (DNA) I
6951,83,9544,697300,TOP1,topoisomerase (DNA) I
6950,83,9598,458252,TOP1,topoisomerase (DNA) I
6949,83,9606,7150,TOP1,topoisomerase (DNA) I
5637,198,9913,282023,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5636,198,9615,442942,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5635,198,9544,716671,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5634,198,9598,469616,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5633,198,9606,5743,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
5741,189,10090,13627,Eef1a1,eukaryotic translation elongation factor 1 alpha 1
5740,189,9913,282220,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
5739,189,9615,102151992,LOC102151992,elongation factor 1-alpha 1-like
5738,189,9544,716010,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
5737,189,9598,494136,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
5736,189,9606,1915,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
6891,87,7227,38017,Pdk1,Phosphoinositide-dependent kinase 1
6890,87,7955,403000,pdpk1b,3-phosphoinositide dependent protein kinase-1b
6889,87,9031,416588,PDPK1,3-phosphoinositide dependent protein kinase-1
6888,87,10116,81745,Pdpk1,3-phosphoinositide dependent protein kinase-1
6887,87,10090,18607,Pdpk1,3-phosphoinositide dependent protein kinase 1
6886,87,9913,100138102,PDPK1,3-phosphoinositide dependent protein kinase-1
6885,87,9615,479875,PDPK1,3-phosphoinositide dependent protein kinase-1
6884,87,9598,467875,PDPK1,3-phosphoinositide dependent protein kinase-1
6883,87,9606,5170,PDPK1,3-phosphoinositide dependent protein kinase-1
7068,73,10090,16009,Igfbp3,insulin-like growth factor binding protein 3
7067,73,9913,282261,IGFBP3,insulin-like growth factor binding protein 3
7066,73,9615,100855619,IGFBP3,insulin-like growth factor binding protein 3
7065,73,9544,696868,IGFBP3,insulin-like growth factor binding protein 3
7064,73,9598,463396,IGFBP3,insulin-like growth factor binding protein 3
7063,73,9606,3486,IGFBP3,insulin-like growth factor binding protein 3
7263,57,10116,29337,Plcg2,"phospholipase C, gamma 2"
7262,57,10090,234779,Plcg2,"phospholipase C, gamma 2"
7261,57,9913,100337091,PLCG2,"phospholipase C, gamma 2 (phosphatidylinositol-specific)"
7256,58,8364,496849,pex5,peroxisomal biogenesis factor 5
7255,58,6239,174392,prx-5,prx-5
7254,58,7227,31141,Pex5,Peroxin 5
7253,58,7955,394131,pex5,peroxisomal biogenesis factor 5
7252,58,9031,418299,PEX5,peroxisomal biogenesis factor 5
7250,58,10090,19305,Pex5,peroxisomal biogenesis factor 5
7251,58,10116,312703,Pex5,peroxisomal biogenesis factor 5
7249,58,9913,514832,PEX5,peroxisomal biogenesis factor 5
7248,58,9615,486710,PEX5,peroxisomal biogenesis factor 5
7247,58,9544,715173,PEX5,peroxisomal biogenesis factor 5
7246,58,9598,451812,PEX5,peroxisomal biogenesis factor 5
7245,58,9606,5830,PEX5,peroxisomal biogenesis factor 5
5455,214,9913,613740,HOXC4,homeobox C4
5454,214,9615,486498,HOXC4,homeobox C4
5453,214,9544,100430434,HOXC4,homeobox C4
5452,214,9598,100608064,HOXC4,homeobox C4
5451,214,9606,3221,HOXC4,homeobox C4
6321,134,6239,172520,lrp-1,lrp-1
6320,134,7165,1271927,AgaP_AGAP000331,AgaP_AGAP000331
6319,134,7227,8674055,mgl,Megalin
6318,134,7955,568184,lrp2a,low density lipoprotein receptor-related protein 2a
6317,134,9031,424168,LRP2,low density lipoprotein receptor-related protein 2
6309,135,8364,549998,aifm1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6308,135,6239,176635,wah-1,wah-1
6307,135,7165,1277908,AgaP_AGAP008044,AgaP_AGAP008044
6306,135,7227,33390,AIF,Apoptosis inducing factor
6249,143,8364,407869,rela,v-rel avian reticuloendotheliosis viral oncogene homolog A
7660,17,9031,418909,KL,klotho
7659,17,10116,83504,Kl,Klotho
7658,17,10090,16591,Kl,klotho
7657,17,9913,784635,KL,klotho
7656,17,9615,100685604,KL,klotho
7655,17,9544,714042,LOC714042,klotho-like
7654,17,9598,467257,KL,klotho
7653,17,9606,9365,KL,klotho
6180,148,7227,31565,Top3beta,Topoisomerase 3beta
6179,148,7955,793414,LOC793414,novel protein similar to vertebrate topoisomerase (DNA) III beta (TOP3B)
6178,148,9031,416771,TOP3B,topoisomerase (DNA) III beta
6177,148,10116,287930,Top3b,topoisomerase (DNA) III beta
6176,148,10090,21976,Top3b,topoisomerase (DNA) III beta
6175,148,9913,537418,TOP3B,topoisomerase (DNA) III beta
6174,148,9615,477576,TOP3B,topoisomerase (DNA) III beta
6173,148,9544,698317,TOP3B,topoisomerase (DNA) III beta
6172,148,9598,458682,TOP3B,topoisomerase (DNA) III beta
6171,148,9606,8940,TOP3B,topoisomerase (DNA) III beta
4992,253,10116,100912068,LOC100912068,hypermethylated in cancer 1 protein-like
4991,253,10090,15248,Hic1,hypermethylated in cancer 1
4990,253,9913,786191,HIC1,hypermethylated in cancer 1
4989,253,9615,491198,HIC1,hypermethylated in cancer 1
4988,253,9544,721284,LOC721284,hypermethylated in cancer 1 protein-like
4987,253,9606,3090,HIC1,hypermethylated in cancer 1
4971,255,9031,395340,ADCY5,adenylate cyclase 5
4970,255,10116,64532,Adcy5,adenylate cyclase 5
4969,255,10090,224129,Adcy5,adenylate cyclase 5
4968,255,9913,505740,ADCY5,adenylate cyclase 5
4967,255,9615,403859,ADCY5,adenylate cyclase 5
4966,255,9544,715897,ADCY5,adenylate cyclase 5
4965,255,9598,470905,ADCY5,adenylate cyclase 5
4964,255,9606,111,ADCY5,adenylate cyclase 5
5111,243,4896,2539949,mlh1,mlh1
5112,243,318829,2683243,MGG_07121,MGG_07121
5110,243,33169,4621576,AGOS_AFL199C,AGOS_AFL199C
5108,243,4932,855203,MLH1,MLH1
5109,243,28985,2892977,KLLA0D09955g,KLLA0D09955g
5107,243,7165,1280495,AgaP_AGAP012192,AgaP_AGAP012192
5106,243,7227,35796,Mlh1,Mlh1
5105,243,7955,393632,mlh1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"
5104,243,9031,420729,MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"
5103,243,10116,81685,Mlh1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"
5102,243,10090,17350,Mlh1,mutL homolog 1 (E. coli)
5101,243,9913,533652,MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"
5100,243,9615,477019,MLH1,mutL homolog 1
5099,243,9598,747104,MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"
5098,243,9606,4292,MLH1,mutL homolog 1
5952,169,7955,30705,fgfr1a,fibroblast growth factor receptor 1a
5953,169,8364,548648,fgfr1,fibroblast growth factor receptor 1
5951,169,9031,396516,FGFR1,fibroblast growth factor receptor 1
5949,169,10090,14182,Fgfr1,fibroblast growth factor receptor 1
5950,169,10116,79114,Fgfr1,Fibroblast growth factor receptor 1
5948,169,9913,281768,FGFR1,fibroblast growth factor receptor 1
5947,169,9615,100856477,FGFR1,fibroblast growth factor receptor 1
5946,169,9598,464122,FGFR1,fibroblast growth factor receptor 1
5945,169,9606,2260,FGFR1,fibroblast growth factor receptor 1
4960,256,10090,19017,Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
4959,256,9913,338446,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
4958,256,9615,479127,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
4957,256,9544,715762,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
4956,256,9598,461140,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
4955,256,9606,10891,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
5037,248,9031,396458,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
5036,248,10116,362282,Pck1,phosphoenolpyruvate carboxykinase 1 (soluble)
5035,248,10090,18534,Pck1,"phosphoenolpyruvate carboxykinase 1, cytosolic"
5034,248,9913,282855,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
5033,248,9615,403560,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
5032,248,9544,696207,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
5031,248,9598,458362,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
5030,248,9606,5105,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble)
6452,124,10090,56458,Foxo1,forkhead box O1
6451,124,9913,506618,FOXO1,forkhead box O1
6450,124,9615,477295,FOXO1,forkhead box O1
6449,124,9544,700030,FOXO1,forkhead box O1
6448,124,9598,467352,FOXO1,forkhead box O1
6447,124,9606,2308,FOXO1,forkhead box O1
5778,185,10116,25513,Pik3r1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
5777,185,10090,18708,Pik3r1,"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)"
5776,185,9913,282307,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
5775,185,9615,487235,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
5774,185,9544,698996,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
5773,185,9598,461836,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
5772,185,9606,5295,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
6578,114,28985,2895779,KLLA0F02992g,KLLA0F02992g
6576,114,6239,171917,crn-1,crn-1
6577,114,4932,853747,RAD27,RAD27
6575,114,7165,1278246,AgaP_AGAP011448,AgaP_AGAP011448
6574,114,7227,36887,Fen1,Flap endonuclease 1
6573,114,7955,386707,fen1,flap structure-specific endonuclease 1
6572,114,9031,769677,FEN1,flap structure-specific endonuclease 1
6571,114,10116,84490,Fen1,flap structure-specific endonuclease 1
6570,114,10090,14156,Fen1,flap structure specific endonuclease 1
6569,114,9913,616242,FEN1,flap structure-specific endonuclease 1
6568,114,9615,476063,FEN1,flap structure-specific endonuclease 1
6567,114,9544,722348,FEN1,flap structure-specific endonuclease 1
6566,114,9598,451242,FEN1,flap structure-specific endonuclease 1
6565,114,9606,2237,FEN1,flap structure-specific endonuclease 1
5139,241,33169,4622659,AGOS_AGL301C,AGOS_AGL301C
5138,241,28985,2894491,KLLA0E20703g,KLLA0E20703g
5137,241,4932,856844,GLE2,GLE2
5136,241,6239,172864,rae-1,rae-1
5134,241,7227,37467,Rae1,Rae1
5135,241,7165,1280339,AgaP_AGAP012373,AgaP_AGAP012373
5133,241,7955,393973,rae1,RAE1 RNA export 1 homolog (S. pombe)
5132,241,9031,419324,RAE1,RAE1 RNA export 1 homolog (S. pombe)
5130,241,10090,66679,Rae1,RAE1 RNA export 1 homolog (S. pombe)
5131,241,10116,362281,Rae1,ribonucleic acid export 1
5129,241,9913,513080,RAE1,RAE1 RNA export 1 homolog (S. pombe)
5128,241,9615,485942,RAE1,ribonucleic acid export 1
5127,241,9544,696706,RAE1,RAE1 RNA export 1 homolog (S. pombe)
5126,241,9598,469982,RAE1,RAE1 RNA export 1 homolog (S. pombe)
5125,241,9606,8480,RAE1,ribonucleic acid export 1
