id_go,hagrid,go,name,type
12782,308,45343,regulation of MHC class I biosynthetic process,P
12783,308,60338,regulation of type I interferon-mediated signaling pathway,P
12784,308,43330,response to exogenous dsRNA,P
12785,308,9615,response to virus,P
12786,308,2286,T cell activation involved in immune response,P
12787,308,60337,type I interferon signaling pathway,P
12788,308,60337,type I interferon signaling pathway,P
12739,309,1501,skeletal system development,P
12740,309,21512,spinal cord anterior/posterior patterning,P
12741,309,1657,ureteric bud development,P
12742,309,1657,ureteric bud development,P
12743,309,31016,pancreas development,P
12744,309,10862,positive regulation of pathway-restricted SMAD protein phosphorylation,P
12745,309,43408,regulation of MAPK cascade,P
12746,309,42981,regulation of apoptotic process,P
12747,309,1501,skeletal system development,P
12748,309,21512,spinal cord anterior/posterior patterning,P
12749,309,1657,ureteric bud development,P
12750,309,5575,cellular_component,C
12751,309,5615,extracellular space,C
12752,309,43231,intracellular membrane-bounded organelle,C
12753,309,5654,nucleoplasm,C
12754,309,43234,protein complex,C
12789,308,5576,extracellular region,C
12790,308,5576,extracellular region,C
12791,308,5615,extracellular space,C
12796,307,976,transcription regulatory region sequence-specific DNA binding,F
12797,307,1205,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding",F
12798,307,1190,"transcriptional activator activity, RNA polymerase II transcription factor binding",F
12799,307,9653,anatomical structure morphogenesis,P
12800,307,34599,cellular response to oxidative stress,P
12801,307,30218,erythrocyte differentiation,P
12802,307,6783,heme biosynthetic process,P
12803,307,6954,inflammatory response,P
12804,307,45944,positive regulation of transcription from RNA polymerase II promoter,P
12805,307,45893,"positive regulation of transcription, DNA-templated",P
12806,307,6357,regulation of transcription from RNA polymerase II promoter,P
12807,307,6366,transcription from RNA polymerase II promoter,P
12808,307,5737,cytoplasm,C
12809,307,5737,cytoplasm,C
12810,307,5789,endoplasmic reticulum membrane,C
12811,307,16021,integral component of membrane,C
12812,307,5634,nucleus,C
12813,307,5634,nucleus,C
12853,306,60454,positive regulation of gastric acid secretion,P
12854,306,45429,positive regulation of nitric oxide biosynthetic process,P
12855,306,51289,protein homotetramerization,P
12856,306,51209,release of sequestered calcium ion into cytosol,P
12857,306,1901594,response to capsazepine,P
12858,306,1901594,response to capsazepine,P
12859,306,43434,response to peptide hormone,P
12860,306,50954,sensory perception of mechanical stimulus,P
12861,306,60083,smooth muscle contraction involved in micturition,P
12862,306,50955,thermoception,P
12863,306,6810,transport,P
12864,306,30054,cell junction,C
12865,306,5829,cytosol,C
12866,306,30425,dendrite,C
12867,306,32591,dendritic spine membrane,C
12868,306,9897,external side of plasma membrane,C
12869,306,16021,integral component of membrane,C
12870,306,5887,integral component of plasma membrane,C
12871,306,31226,intrinsic component of plasma membrane,C
12872,306,43025,neuronal cell body,C
12873,306,5886,plasma membrane,C
12874,306,45211,postsynaptic membrane,C
12877,305,5515,protein binding,F
12878,305,19901,protein kinase binding,F
12879,305,5164,tumor necrosis factor receptor binding,F
12880,305,51082,unfolded protein binding,F
12881,305,61077,chaperone-mediated protein folding,P
12882,305,1901856,negative regulation of cellular respiration,P
12883,305,1903751,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,P
12884,305,1903427,negative regulation of reactive oxygen species biosynthetic process,P
12885,305,6950,response to stress,P
12886,305,9386,translational attenuation,P
12887,305,70062,extracellular exosome,C
12888,305,5811,lipid particle,C
12889,305,16020,membrane,C
12890,305,5743,mitochondrial inner membrane,C
12891,305,5758,mitochondrial intermembrane space,C
12892,305,5759,mitochondrial matrix,C
12893,305,5739,mitochondrion,C
12894,305,5654,nucleoplasm,C
12904,304,48666,neuron development,P
12905,304,8284,positive regulation of cell proliferation,P
12906,304,42517,positive regulation of tyrosine phosphorylation of Stat3 protein,P
12907,304,5576,extracellular region,C
12908,304,5615,extracellular space,C
12931,303,50727,regulation of inflammatory response,P
12932,303,33135,regulation of peptidyl-serine phosphorylation,P
12933,303,42325,regulation of phosphorylation,P
12934,303,51896,regulation of protein kinase B signaling,P
12935,303,31932,TORC2 complex,C
12936,303,5829,cytosol,C
12938,302,70530,K63-linked polyubiquitin binding,F
12939,302,46872,metal ion binding,F
12940,302,5515,protein binding,F
12941,302,43130,ubiquitin binding,F
12942,302,6974,cellular response to DNA damage stimulus,P
12943,302,70987,error-free translesion synthesis,P
12944,302,31398,positive regulation of protein ubiquitination,P
12945,302,9411,response to UV,P
12946,302,19985,translesion synthesis,P
12947,302,19985,translesion synthesis,P
12948,302,5694,chromosome,C
12949,302,16607,nuclear speck,C
12950,302,5654,nucleoplasm,C
12951,302,5654,nucleoplasm,C
12952,302,5634,nucleus,C
12954,301,5515,protein binding,F
12955,301,5102,receptor binding,F
12956,301,4867,serine-type endopeptidase inhibitor activity,F
12957,301,4867,serine-type endopeptidase inhibitor activity,F
12958,301,1525,angiogenesis,P
12959,301,71222,cellular response to lipopolysaccharide,P
12960,301,1300,chronological cell aging,P
12961,301,7623,circadian rhythm,P
12962,301,50829,defense response to Gram-negative bacterium,P
12963,301,30198,extracellular matrix organization,P
12964,301,42730,fibrinolysis,P
12965,301,30195,negative regulation of blood coagulation,P
12966,301,33629,negative regulation of cell adhesion mediated by integrin,P
12967,301,30336,negative regulation of cell migration,P
12968,301,10951,negative regulation of endopeptidase activity,P
12969,301,2000352,negative regulation of endothelial cell apoptotic process,P
12970,301,1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,P
12971,301,51918,negative regulation of fibrinolysis,P
12972,301,10757,negative regulation of plasminogen activation,P
12973,301,10757,negative regulation of plasminogen activation,P
12974,301,14912,negative regulation of smooth muscle cell migration,P
12975,301,2000098,negative regulation of smooth muscle cell-matrix adhesion,P
12976,301,61044,negative regulation of vascular wound healing,P
12977,301,61045,negative regulation of wound healing,P
12978,301,2576,platelet degranulation,P
12979,301,45766,positive regulation of angiogenesis,P
12980,301,30194,positive regulation of blood coagulation,P
12981,301,50729,positive regulation of inflammatory response,P
12982,301,32757,positive regulation of interleukin-8 production,P
12983,301,35491,positive regulation of leukotriene production involved in inflammatory response,P
12984,301,90026,positive regulation of monocyte chemotaxis,P
12985,301,48260,positive regulation of receptor-mediated endocytosis,P
12986,301,45944,positive regulation of transcription from RNA polymerase II promoter,P
12987,301,10469,regulation of receptor activity,P
12988,301,70062,extracellular exosome,C
12989,301,31012,extracellular matrix,C
12990,301,5576,extracellular region,C
12991,301,5576,extracellular region,C
12992,301,5615,extracellular space,C
12993,301,5886,plasma membrane,C
12994,301,31093,platelet alpha granule lumen,C
13029,299,6368,transcription elongation from RNA polymerase II promoter,P
13030,299,6366,transcription from RNA polymerase II promoter,P
13031,299,6366,transcription from RNA polymerase II promoter,P
13032,299,6361,transcription initiation from RNA polymerase I promoter,P
13033,299,6367,transcription initiation from RNA polymerase II promoter,P
13034,299,6283,transcription-coupled nucleotide-excision repair,P
13035,299,5737,cytoplasm,C
13036,299,5675,holo TFIIH complex,C
13037,299,5739,mitochondrion,C
13038,299,5654,nucleoplasm,C
13039,299,5634,nucleus,C
13040,299,48471,perinuclear region of cytoplasm,C
13068,298,122,negative regulation of transcription from RNA polymerase II promoter,P
13069,298,43065,positive regulation of apoptotic process,P
13070,298,16239,positive regulation of macroautophagy,P
13071,298,1934,positive regulation of protein phosphorylation,P
13072,298,45944,positive regulation of transcription from RNA polymerase II promoter,P
13073,298,51291,protein heterooligomerization,P
13074,298,8104,protein localization,P
13075,298,6468,protein phosphorylation,P
13076,298,43122,regulation of I-kappaB kinase/NF-kappaB signaling,P
13077,298,46578,regulation of Ras protein signal transduction,P
13078,298,10821,regulation of mitochondrion organization,P
13079,298,61635,regulation of protein complex stability,P
13080,298,6950,response to stress,P
13081,298,6511,ubiquitin-dependent protein catabolic process,P
13082,298,932,P-body,C
13083,298,16605,PML body,C
13084,298,16235,aggresome,C
13085,298,44753,amphisome,C
13086,298,44754,autolysosome,C
13087,298,5776,autophagosome,C
13088,298,5737,cytoplasm,C
13089,298,5829,cytosol,C
13090,298,5783,endoplasmic reticulum,C
13091,298,70062,extracellular exosome,C
13092,298,16234,inclusion body,C
13093,298,5770,late endosome,C
13094,298,5654,nucleoplasm,C
13095,298,407,pre-autophagosomal structure,C
13096,298,97225,sperm midpiece,C
13131,297,1903140,regulation of establishment of endothelial barrier,P
13132,297,42325,regulation of phosphorylation,P
13133,297,10803,regulation of tumor necrosis factor-mediated signaling pathway,P
13134,297,9615,response to virus,P
13135,297,42501,serine phosphorylation of STAT protein,P
13136,297,2223,stimulatory C-type lectin receptor signaling pathway,P
13137,297,51403,stress-activated MAPK cascade,P
13138,297,33209,tumor necrosis factor-mediated signaling pathway,P
13139,297,35631,CD40 receptor complex,C
13140,297,8385,IkappaB kinase complex,C
13141,297,5737,cytoplasm,C
13142,297,9898,cytoplasmic side of plasma membrane,C
13143,297,5829,cytosol,C
13144,297,45121,membrane raft,C
13145,297,5634,nucleus,C
13158,296,42262,DNA protection,P
13159,296,6281,DNA repair,P
13160,296,7568,aging,P
13161,296,46061,dATP catabolic process,P
13162,296,6203,dGTP catabolic process,P
13163,296,8584,male gonad development,P
13164,296,34656,nucleobase-containing small molecule catabolic process,P
13165,296,6195,purine nucleotide catabolic process,P
13166,296,46686,response to cadmium ion,P
13167,296,6979,response to oxidative stress,P
13168,296,1669,acrosomal vesicle,C
13169,296,5737,cytoplasm,C
13170,296,5829,cytosol,C
13171,296,70062,extracellular exosome,C
13172,296,5615,extracellular space,C
13173,296,5759,mitochondrial matrix,C
13174,296,5739,mitochondrion,C
13175,296,31965,nuclear membrane,C
13176,296,5634,nucleus,C
13177,296,5886,plasma membrane,C
13209,295,45732,positive regulation of protein catabolic process,P
13210,295,1903955,positive regulation of protein targeting to mitochondrion,P
13211,295,43161,proteasome-mediated ubiquitin-dependent protein catabolic process,P
13212,295,6468,protein phosphorylation,P
13213,295,1903146,regulation of mitophagy,P
13214,295,3073,regulation of systemic arterial blood pressure,P
13215,295,30877,beta-catenin destruction complex,C
13216,295,30877,beta-catenin destruction complex,C
13217,295,5829,cytosol,C
13218,295,5739,mitochondrion,C
13219,295,98794,postsynapse,C
13244,294,1901215,negative regulation of neuron death,P
13245,294,1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,P
13246,294,48666,neuron development,P
13247,294,19742,pentacyclic triterpenoid metabolic process,P
13248,294,43065,positive regulation of apoptotic process,P
13249,294,43065,positive regulation of apoptotic process,P
13250,294,10942,positive regulation of cell death,P
13251,294,43280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,P
13252,294,2001269,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,P
13253,294,2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,P
13254,294,10822,positive regulation of mitochondrion organization,P
13255,294,1903955,positive regulation of protein targeting to mitochondrion,P
13256,294,16540,protein autoprocessing,P
13257,294,6508,proteolysis,P
13258,294,6508,proteolysis,P
13259,294,6508,proteolysis,P
13260,294,1903146,regulation of mitophagy,P
13261,294,40014,regulation of multicellular organism growth,P
13262,294,9635,response to herbicide,P
13263,294,35631,CD40 receptor complex,C
13264,294,785,chromatin,C
13265,294,9898,cytoplasmic side of plasma membrane,C
13266,294,5856,cytoskeleton,C
13267,294,5829,cytosol,C
13268,294,5783,endoplasmic reticulum,C
13269,294,5789,endoplasmic reticulum membrane,C
13270,294,16020,membrane,C
13271,294,5758,mitochondrial intermembrane space,C
13272,294,31966,mitochondrial membrane,C
13273,294,5739,mitochondrion,C
13274,294,5739,mitochondrion,C
13275,294,5739,mitochondrion,C
13276,294,5634,nucleus,C
13287,293,2000352,negative regulation of endothelial cell apoptotic process,P
13288,293,1901215,negative regulation of neuron death,P
13289,293,70374,positive regulation of ERK1 and ERK2 cascade,P
13290,293,90080,positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway,P
13291,293,8284,positive regulation of cell proliferation,P
13292,293,46326,positive regulation of glucose import,P
13293,293,45716,positive regulation of low-density lipoprotein particle receptor biosynthetic process,P
13294,293,10898,positive regulation of triglyceride catabolic process,P
13295,293,10988,regulation of low-density lipoprotein particle clearance,P
13296,293,14823,response to activity,P
13297,293,1904640,response to methionine,P
13298,293,31667,response to nutrient levels,P
13299,293,7165,signal transduction,P
13300,293,5623,cell,C
13301,293,5576,extracellular region,C
13302,293,5615,extracellular space,C
13324,291,19432,triglyceride biosynthetic process,P
13325,291,6641,triglyceride metabolic process,P
13326,291,34379,very-low-density lipoprotein particle assembly,P
13327,291,5789,endoplasmic reticulum membrane,C
13328,291,5789,endoplasmic reticulum membrane,C
13329,291,16021,integral component of membrane,C
13361,290,48146,positive regulation of fibroblast proliferation,P
13362,290,31666,positive regulation of lipopolysaccharide-mediated signaling pathway,P
13363,290,61081,positive regulation of myeloid leukocyte cytokine production involved in immune response,P
13364,290,33138,positive regulation of peptidyl-serine phosphorylation,P
13365,290,50731,positive regulation of peptidyl-tyrosine phosphorylation,P
13366,290,42327,positive regulation of phosphorylation,P
13367,290,61078,positive regulation of prostaglandin secretion involved in immune response,P
13368,290,10739,positive regulation of protein kinase A signaling,P
13369,290,1516,prostaglandin biosynthetic process,P
13370,290,70207,protein homotrimerization,P
13371,290,43030,regulation of macrophage activation,P
13372,290,9986,cell surface,C
13373,290,5737,cytoplasm,C
13374,290,70062,extracellular exosome,C
13375,290,5576,extracellular region,C
13376,290,5576,extracellular region,C
13377,290,5615,extracellular space,C
13378,290,43209,myelin sheath,C
13379,290,5654,nucleoplasm,C
13380,290,31982,vesicle,C
13391,289,7283,spermatogenesis,P
13392,289,6452,translational frameshifting,P
13393,289,5829,cytosol,C
13394,289,5789,endoplasmic reticulum membrane,C
13395,289,43231,intracellular membrane-bounded organelle,C
13396,289,5643,nuclear pore,C
13415,288,48536,spleen development,P
13416,288,5737,cytoplasm,C
13417,288,5829,cytosol,C
13418,288,5654,nucleoplasm,C
13419,288,5634,nucleus,C
13426,287,6508,proteolysis,P
13427,287,10039,response to iron ion,P
13428,287,5581,collagen trimer,C
13429,287,5602,complement component C1 complex,C
13430,287,70062,extracellular exosome,C
13431,287,5576,extracellular region,C
13462,286,50900,leukocyte migration,P
13463,286,1889,liver development,P
13464,286,2000811,negative regulation of anoikis,P
13465,286,2000270,negative regulation of fibroblast apoptotic process,P
13466,286,43524,negative regulation of neuron apoptotic process,P
13467,286,6661,phosphatidylinositol biosynthetic process,P
13468,286,46854,phosphatidylinositol phosphorylation,P
13469,286,36092,phosphatidylinositol-3-phosphate biosynthetic process,P
13470,286,48015,phosphatidylinositol-mediated signaling,P
13471,286,16310,phosphorylation,P
13472,286,30168,platelet activation,P
13473,286,33138,positive regulation of peptidyl-serine phosphorylation,P
13474,286,43491,protein kinase B signaling,P
13475,286,6468,protein phosphorylation,P
13476,286,43457,regulation of cellular respiration,P
13477,286,10468,regulation of gene expression,P
13478,286,2000653,regulation of genetic imprinting,P
13479,286,40014,regulation of multicellular organism growth,P
13480,286,14066,regulation of phosphatidylinositol 3-kinase signaling,P
13481,286,48010,vascular endothelial growth factor receptor signaling pathway,P
13482,286,1944,vasculature development,P
13483,286,5829,cytosol,C
13484,286,30027,lamellipodium,C
13485,286,5942,phosphatidylinositol 3-kinase complex,C
13486,286,5943,"phosphatidylinositol 3-kinase complex, class IA",C
13487,286,5886,plasma membrane,C
13537,285,30335,positive regulation of cell migration,P
13538,285,8284,positive regulation of cell proliferation,P
13539,285,38091,positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway,P
13540,285,7204,positive regulation of cytosolic calcium ion concentration,P
13541,285,48146,positive regulation of fibroblast proliferation,P
13542,285,43552,positive regulation of phosphatidylinositol 3-kinase activity,P
13543,285,14068,positive regulation of phosphatidylinositol 3-kinase signaling,P
13544,285,10863,positive regulation of phospholipase C activity,P
13545,285,46777,protein autophosphorylation,P
13546,285,2000249,regulation of actin cytoskeleton reorganization,P
13547,285,50920,regulation of chemotaxis,P
13548,285,2000739,regulation of mesenchymal stem cell differentiation,P
13549,285,14066,regulation of phosphatidylinositol 3-kinase signaling,P
13550,285,61298,retina vasculature development in camera-type eye,P
13551,285,23019,signal transduction involved in regulation of gene expression,P
13552,285,16032,viral process,P
13553,285,42060,wound healing,P
13554,285,5737,cytoplasm,C
13555,285,9897,external side of plasma membrane,C
13556,285,5887,integral component of plasma membrane,C
13557,285,31226,intrinsic component of plasma membrane,C
13558,285,16020,membrane,C
13559,285,5902,microvillus,C
13560,285,5634,nucleus,C
13561,285,5886,plasma membrane,C
13562,285,43234,protein complex,C
13600,284,30890,positive regulation of B cell proliferation,P
13601,284,1904031,positive regulation of cyclin-dependent protein kinase activity,P
13602,284,48146,positive regulation of fibroblast proliferation,P
13603,284,43068,positive regulation of programmed cell death,P
13604,284,45860,positive regulation of protein kinase activity,P
13605,284,2000379,positive regulation of reactive oxygen species metabolic process,P
13606,284,50821,protein stabilization,P
13607,284,2000278,regulation of DNA biosynthetic process,P
13608,284,79,regulation of cyclin-dependent protein serine/threonine kinase activity,P
13609,284,33158,"regulation of protein import into nucleus, translocation",P
13610,284,90399,replicative senescence,P
13611,284,10165,response to X-ray,P
13612,284,46685,response to arsenic-containing substance,P
13613,284,51412,response to corticosterone,P
13614,284,42493,response to drug,P
13615,284,55093,response to hyperoxia,P
13616,284,10243,response to organonitrogen compound,P
13617,284,9636,response to toxic substance,P
13618,284,90400,stress-induced premature senescence,P
13619,284,70557,PCNA-p21 complex,C
13620,284,307,cyclin-dependent protein kinase holoenzyme complex,C
13621,284,5829,cytosol,C
13622,284,5730,nucleolus,C
13623,284,5654,nucleoplasm,C
13624,284,5654,nucleoplasm,C
13625,284,5634,nucleus,C
13626,284,48471,perinuclear region of cytoplasm,C
13627,284,43234,protein complex,C
13649,283,34599,cellular response to oxidative stress,P
13650,283,71356,cellular response to tumor necrosis factor,P
13651,283,30968,endoplasmic reticulum unfolded protein response,P
13652,283,6954,inflammatory response,P
13653,283,10667,negative regulation of cardiac muscle cell apoptotic process,P
13654,283,2000352,negative regulation of endothelial cell apoptotic process,P
13655,283,1902037,negative regulation of hematopoietic stem cell differentiation,P
13656,283,1903206,negative regulation of hydrogen peroxide-induced cell death,P
13657,283,1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,P
13658,283,1904753,negative regulation of vascular associated smooth muscle cell migration,P
13659,283,1903071,positive regulation of ER-associated ubiquitin-dependent protein catabolic process,P
13660,283,45766,positive regulation of angiogenesis,P
13661,283,30194,positive regulation of blood coagulation,P
13662,283,43536,positive regulation of blood vessel endothelial cell migration,P
13663,283,10628,positive regulation of gene expression,P
13664,283,46326,positive regulation of glucose import,P
13665,283,1903788,positive regulation of glutathione biosynthetic process,P
13666,283,10976,positive regulation of neuron projection development,P
13667,283,2000379,positive regulation of reactive oxygen species metabolic process,P
13668,283,45944,positive regulation of transcription from RNA polymerase II promoter,P
13669,283,45944,positive regulation of transcription from RNA polymerase II promoter,P
13670,283,45944,positive regulation of transcription from RNA polymerase II promoter,P
13671,283,36091,positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress,P
13672,283,36003,positive regulation of transcription from RNA polymerase II promoter in response to stress,P
13673,283,10499,proteasomal ubiquitin-independent protein catabolic process,P
13674,283,43161,proteasome-mediated ubiquitin-dependent protein catabolic process,P
13675,283,16567,protein ubiquitination,P
13676,283,45995,regulation of embryonic development,P
13677,283,2000121,regulation of removal of superoxide radicals,P
13678,283,6366,transcription from RNA polymerase II promoter,P
13679,283,5813,centrosome,C
13680,283,785,chromatin,C
13681,283,5737,cytoplasm,C
13682,283,5829,cytosol,C
13683,283,5634,nucleus,C
13684,283,5886,plasma membrane,C
13685,283,32993,protein-DNA complex,C
13709,282,60405,regulation of penile erection,P
13710,282,32228,"regulation of synaptic transmission, GABAergic",P
13711,282,51966,"regulation of synaptic transmission, glutamatergic",P
13712,282,42220,response to cocaine,P
13713,282,45471,response to ethanol,P
13714,282,32496,response to lipopolysaccharide,P
13715,282,43278,response to morphine,P
13716,282,35094,response to nicotine,P
13717,282,7584,response to nutrient,P
13718,282,19233,sensory perception of pain,P
13719,282,7283,spermatogenesis,P
13720,282,30424,axon,C
13721,282,30426,growth cone,C
13722,282,5887,integral component of plasma membrane,C
13723,282,43231,intracellular membrane-bounded organelle,C
13724,282,45121,membrane raft,C
13725,282,5886,plasma membrane,C
13754,281,71158,positive regulation of cell cycle arrest,P
13755,281,48714,positive regulation of oligodendrocyte differentiation,P
13756,281,1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,P
13757,281,45944,positive regulation of transcription from RNA polymerase II promoter,P
13758,281,45893,"positive regulation of transcription, DNA-templated",P
13759,281,51262,protein tetramerization,P
13760,281,42981,regulation of apoptotic process,P
13761,281,10468,regulation of gene expression,P
13762,281,7346,regulation of mitotic cell cycle,P
13763,281,1901796,regulation of signal transduction by p53 class mediator,P
13764,281,10165,response to X-ray,P
13765,281,42493,response to drug,P
13766,281,10332,response to gamma radiation,P
13767,281,10243,response to organonitrogen compound,P
13768,281,6366,transcription from RNA polymerase II promoter,P
13769,281,16032,viral process,P
13770,281,5794,Golgi apparatus,C
13771,281,30054,cell junction,C
13772,281,785,chromatin,C
13773,281,5829,cytosol,C
13774,281,43231,intracellular membrane-bounded organelle,C
13775,281,5739,mitochondrion,C
13776,281,5654,nucleoplasm,C
13777,281,5654,nucleoplasm,C
13778,281,5634,nucleus,C
13779,281,5667,transcription factor complex,C
13788,280,55114,oxidation-reduction process,P
13789,280,6561,proline biosynthetic process,P
13790,280,51881,regulation of mitochondrial membrane potential,P
13791,280,5759,mitochondrial matrix,C
13792,280,5739,mitochondrion,C
13808,279,42493,response to drug,P
13809,279,32355,response to estradiol,P
13810,279,43627,response to estrogen,P
13811,279,51384,response to glucocorticoid,P
13812,279,10226,response to lithium ion,P
13813,279,9612,response to mechanical stimulus,P
13814,279,7584,response to nutrient,P
13815,279,32526,response to retinoic acid,P
13816,279,7165,signal transduction,P
13817,279,16324,apical plasma membrane,C
13818,279,31410,cytoplasmic vesicle,C
13819,279,70062,extracellular exosome,C
13820,279,5576,extracellular region,C
13821,279,5576,extracellular region,C
13822,279,5615,extracellular space,C
13863,278,1903896,positive regulation of IRE1-mediated unfolded protein response,P
13864,278,43065,positive regulation of apoptotic process,P
13865,278,43065,positive regulation of apoptotic process,P
13866,278,10524,positive regulation of calcium ion transport into cytosol,P
13867,278,1900103,positive regulation of endoplasmic reticulum unfolded protein response,P
13868,278,1901030,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,P
13869,278,45862,positive regulation of proteolysis,P
13870,278,90200,positive regulation of release of cytochrome c from mitochondria,P
13871,278,48597,post-embryonic camera-type eye morphogenesis,P
13872,278,51726,regulation of cell cycle,P
13873,278,46902,regulation of mitochondrial membrane permeability,P
13874,278,51881,regulation of mitochondrial membrane potential,P
13875,278,43497,regulation of protein heterodimerization activity,P
13876,278,43496,regulation of protein homodimerization activity,P
13877,278,1836,release of cytochrome c from mitochondria,P
13878,278,1836,release of cytochrome c from mitochondria,P
13879,278,10225,response to UV-C,P
13880,278,42493,response to drug,P
13881,278,45471,response to ethanol,P
13882,278,9620,response to fungus,P
13883,278,10332,response to gamma radiation,P
13884,278,42542,response to hydrogen peroxide,P
13885,278,10046,response to mycotoxin,P
13886,278,14070,response to organic cyclic compound,P
13887,278,70242,thymocyte apoptotic process,P
13888,278,60068,vagina development,P
13889,278,5829,cytosol,C
13890,278,5783,endoplasmic reticulum,C
13891,278,31307,integral component of mitochondrial outer membrane,C
13892,278,5741,mitochondrial outer membrane,C
13893,278,5741,mitochondrial outer membrane,C
13894,278,5739,mitochondrion,C
13895,278,46930,pore complex,C
13904,277,1503,ossification,P
13905,277,9612,response to mechanical stimulus,P
13906,277,7129,synapsis,P
13907,277,34993,LINC complex,C
13908,277,2080,acrosomal membrane,C
13909,277,5639,integral component of nuclear inner membrane,C
13910,277,43231,intracellular membrane-bounded organelle,C
13911,277,5635,nuclear envelope,C
13912,277,31965,nuclear membrane,C
13927,276,6351,"transcription, DNA-templated",P
13928,276,118,histone deacetylase complex,C
13929,276,16020,membrane,C
13930,276,16604,nuclear body,C
13931,276,790,nuclear chromatin,C
13932,276,16363,nuclear matrix,C
13933,276,5654,nucleoplasm,C
13934,276,5654,nucleoplasm,C
13935,276,5634,nucleus,C
13936,276,5634,nucleus,C
13937,276,17053,transcriptional repressor complex,C
13947,275,70373,negative regulation of ERK1 and ERK2 cascade,P
13948,275,2000378,negative regulation of reactive oxygen species metabolic process,P
13949,275,34983,peptidyl-lysine deacetylation,P
13950,275,32024,positive regulation of insulin secretion,P
13951,275,6471,protein ADP-ribosylation,P
13952,275,6476,protein deacetylation,P
13953,275,5759,mitochondrial matrix,C
13954,275,5739,mitochondrion,C
13967,274,45893,"positive regulation of transcription, DNA-templated",P
13968,274,16925,protein sumoylation,P
13969,274,6351,"transcription, DNA-templated",P
13970,274,781,"chromosome, telomeric region",C
13971,274,777,condensed chromosome kinetochore,C
13972,274,5737,cytoplasm,C
13973,274,5654,nucleoplasm,C
13974,274,5634,nucleus,C
13981,273,209,protein polyubiquitination,P
13982,273,6508,proteolysis,P
13983,273,5737,cytoplasm,C
13984,273,5829,cytosol,C
13985,273,5634,nucleus,C
13998,271,46627,negative regulation of insulin receptor signaling pathway,P
13999,271,6469,negative regulation of protein kinase activity,P
14000,271,9967,positive regulation of signal transduction,P
14001,271,16567,protein ubiquitination,P
14002,271,1558,regulation of cell growth,P
14003,271,9966,regulation of signal transduction,P
14004,271,32355,response to estradiol,P
14005,271,5737,cytoplasm,C
14006,271,5737,cytoplasm,C
14007,271,5829,cytosol,C
14011,270,1902358,sulfate transmembrane transport,P
14012,270,8272,sulfate transport,P
14013,270,5887,integral component of plasma membrane,C
14014,270,5886,plasma membrane,C
14023,269,7072,positive regulation of transcription involved in exit from mitosis,P
14024,269,9303,rRNA transcription,P
14025,269,5737,cytoplasm,C
14026,269,5730,nucleolus,C
14027,269,5731,nucleolus organizer region,C
14033,268,51260,protein homooligomerization,P
14034,268,34765,regulation of ion transmembrane transport,P
14035,268,30424,axon,C
14036,268,45121,membrane raft,C
14037,268,5886,plasma membrane,C
14038,268,8076,voltage-gated potassium channel complex,C
14056,267,30832,regulation of actin filament length,P
14057,267,8360,regulation of cell shape,P
14058,267,7165,signal transduction,P
14059,267,17146,NMDA selective glutamate receptor complex,C
14060,267,5903,brush border,C
14061,267,5938,cell cortex,C
14062,267,30054,cell junction,C
14063,267,70062,extracellular exosome,C
14064,267,30426,growth cone,C
14065,267,14069,postsynaptic density,C
14066,267,32587,ruffle membrane,C
14067,267,32420,stereocilium,C
14068,267,31982,vesicle,C
14075,266,43065,positive regulation of apoptotic process,P
14076,266,2000774,positive regulation of cellular senescence,P
14077,266,6418,tRNA aminoacylation for protein translation,P
14078,266,6414,translational elongation,P
14079,266,5737,cytoplasm,C
14080,266,5737,cytoplasm,C
14081,266,5829,cytosol,C
14082,266,70062,extracellular exosome,C
14083,266,5634,nucleus,C
14084,266,5634,nucleus,C
14094,265,5789,endoplasmic reticulum membrane,C
14095,265,16021,integral component of membrane,C
14096,265,16020,membrane,C
14097,265,5741,mitochondrial outer membrane,C
14098,265,43234,protein complex,C
14129,264,19229,regulation of vasoconstriction,P
14130,264,19229,regulation of vasoconstriction,P
14131,264,19229,regulation of vasoconstriction,P
14132,264,42312,regulation of vasodilation,P
14133,264,2018,renin-angiotensin regulation of aldosterone production,P
14134,264,16021,integral component of membrane,C
14135,264,5887,integral component of plasma membrane,C
14136,264,5622,intracellular,C
14137,264,5886,plasma membrane,C
14138,264,5886,plasma membrane,C
14195,263,10891,negative regulation of sequestering of triglyceride,P
14196,263,48662,negative regulation of smooth muscle cell proliferation,P
14197,263,51974,negative regulation of telomerase activity,P
