id,hagrid,why,band,location_start,location_end,orientation,phenotype
165,112,mammal,2q35,216109297,216206293,1,"XRCC5, or Ku80, is a helicase involved in DNA repair and chromatin remodelling [577]. It has been found associated with the telomeres [158] and with |WRN| [983]. XRCC5-null mice live about 38 weeks and appear to age prematurely [1490]. As such, XRCC5 may play a role in human ageing."
166,93,upstream,19p13.3,1205799,1228435,1,"The exact functions of STK11 are unknown, but it appears to be involved in |TP53|-related apoptosis [509]. Evidence suggests it may play a role in development, and it is clear that STK11 is related to tumour development [971]. STK11 has not been directly linked to human ageing."
167,8,"cell,functional",5p15.33,1253147,1295069,-1,"Telomerase repairs/elongates the telomeres and is crucial in cellular proliferation. TERT expression is sufficient to overcome cellular senescence in culture [24], but overexpression of TERT in mice does not extend longevity [30]. Most human cell lines have low or insignificant levels of TERT while cancer cells often have high levels [102]. TERT expression in primary human fibroblasts results in a linear increase in DNA methylation age with cell population doubling number, indicating that TERT may also play a role in regulating the epigenetic clock [4504]. \n\n+p Cardiac-specific Tert activation after myocardial infarction in adult mice results in attenuated cardiac dilation, improved ventricular function, smaller infarct scars and increased mouse survival [3624]. Tert expression in a mouse model of pulmonary fibrosis improved lung function and lowered inflammation and fibrosis in addition to lowering DNA damage, apoptosis and senescence [4505]. In humans, mutations in TERT have been linked to aplastic anaemia [1465]. As such, TERT appears to be an important player in cellular proliferation, even if its relation to human ageing remains obscure.\n"
168,206,putative,6q23.1,131948177,131951378,-1,CTGF is an important growth factor secreted by vascular endothelial cells. Overexpression of CTGF in mice resulted in dwarfism and decreased bone density [884]. Age-related upregulation of CTGF in senescent cells and in rat liver has also been reported [1737]. Further studies are necessary to determined whether CTGF influences human ageing.
169,60,"functional,putative",1q41-q42,226360691,226408100,-1,"   The PARP1 enzyme catalyses the transfer of ADP-ribose to a variety of nuclear proteins including members of the high mobility group box and topoisomerase families [984]. It is involved in a variety of processes such as proliferation, differentiation, and recovery from DNA damage [407]. PARP1's levels appear to inversely correlate with mammalian lifespan and PARP1 has been hinted as a determinant of mammalian ageing [68]. PARP1 is a critical mediator of axon growth inhibition. Pharmacological inhibition or genetic loss of PARP1in mouse cells  markedly facilitates axon regeneration, thus making PARP1 a potential target to reverse neurological disability [4346]. Nonetheless, more detailed studies are necessary to investigate a role for PARP1 in ageing.  "
170,55,putative,22q13.31,46150596,46243756,1,"PPARA is a transcription factor that may be involved in the metabolic control of the expression of genes encoding fatty acid oxidation enzymes. Knockout mice have been reported to be protected from insulin (|INS|) resistance induced by high-fat diet [1928]. Certain age-related pathologies, such as heart disease, may be related to PPARA [392], but it unclear whether PPARA is a major player in human ageing."
171,169,putative,8p12,38411138,38468834,-1,"FGFR1 is the receptor of the fibroblast growth factor. Mice with an attenuation of FGFR1 signalling develop diabetes with age and exhibit a decreased number of beta-cells [777]. Lower levels of FGFR1 in mice have also been related to craniofacial defects [778]. Mutations in the human FGFR1 gene have been associated with Pfeiffer [780] and Kallmann syndromes [779]. While FGFR1 could play a role in some age-related diseases, such as diabetes, its involvement in human ageing remains to be determined."
172,59,putative,19p13.3,1609290,1652329,-1,"A crucial protein in development, TCF3 may be involved in ageing of the immune system [1529]."
173,196,downstream,7q22-q31,107169015,107202529,1,"HBP1 has been related to DNA unwinding and stress response [860]. In mice, HBP1 and other HMG chromosomal proteins have been shown to suffer alterations at various levels during ageing [791], but HBP1 has not been directly related to human ageing."
174,218,putative,1p31,65420652,65637493,1,"LEPR is the receptor for leptin (|LEP|) and is involved in |LEP|'s signal transduction [1221]. The obese spontaneously hypertensive Koletsky rat has been associated with mutations in LEPR [217]. Deletion of LEPR in neurons of mice results in obesity [1742]. Polymorphisms in the human LEPR gene have been associated with obesity, body mass index, and fat mass [1745]. Like |LEP|, LEPR plays a role in fat metabolism and so could be involved in some aspects of age-related deterioration."
175,216,upstream,6q25.1,151807678,152103273,1,ESR1 is a transcription factor that mediates the actions of estrogen. Mice without ESR1 were infertile and showed a variety of changes [1193]. Polymorphisms in the human ESR1 gene have been associated with cardiovascular disease [1740]. ESR1 has also been found to be upregulated in Alzheimer's disease [1185]. A role for ESR1 in human ageing is plausible though at present largely obscure.
176,217,putative,7q31.3,128241278,128257629,1,"LEP is secreted from adipose tissues and is involved in food intake and energy expenditure. Mice with mutations in the LEP gene are obese [1212]. Female mice injected with LEP grew slower but had an early onset of reproductive function [1565]. LEP deficiency in humans is associated with early-onset obesity [1741]. Due to its impact on energy metabolism and reproduction, LEP could be related to neuroendocrine systems involved in ageing as well as play a part in age-related diseases such as diabetes and atherosclerosis."
177,50,putative,14q24.3,75278778,75282234,1,"The FOS oncogene plays an important role in development, cell proliferation, and differentiation [118]. As part of the AP-1 transcriptional complex, FOS has been associated with age-related changes and with the attenuated cellular response in older cells [851]. Still, its relevance to human ageing remains under debate."
178,105,functional,8q21.11,73008862,73047752,1,"TERF1 associates with the telomeres and appears to be an important regulator of telomere biology [73]. Expression of TERF1 in mice prevented age-related decline in neuromuscular function, glucose homeostasis, cognitive function, lipid stores, and chronic anemia [4503]. Though, its role in human ageing is unknown, TERF1 levels decrease with ageing in both mice and humans."
179,188,putative,10p11.23,22321210,22331485,1,"BMI1 is an oncogene involved in transcriptional regulation by remodelling chromatin. It may also be involved in development. Overexpression of BMI1 in mice results in transformation of axial skeleton [813]. BMI1-null mice show reduced self-renewal of neural stem cells [811], and thus a role for BMI1 in stem cell senescence has been proposed [1402]. \n\nBmi-1 is downregulated in the aging brain [3325]. Additionally, brains of 8 month old Bmi-1 heterozygous knockout mice display mild oxidative stress through significant increases in hydroxy radical and nitrotyrosine compared with wild-type littermates. The hippocampus of these mice has also a high apoptotic percentage and lipofuscin depositions in pyramidal neurons. Behaviorally, the mice show mild spatial memory impairment, suggesting an early onset of age-related brain changes [3582]. It has also been suggested that Bmi-1 is important for the maintenance of redox balance resulting in a protective role against renal tubulointerstitial injury [3583]. \n\nWhether BMI1 impacts on human ageing remains to be determined."
180,187,putative,9q34.3,136673143,136687459,-1,"AGPAT2 is a phospholipid with diverse biologic activities. Mutations in the human AGPAT2 gene have been associated with Bernardinelli-Seip congenital lipodystrophy, a possible segmental progeroid syndrome [151]."
181,134,downstream,2q31.1,169127109,169362612,-1,"LRP2 binds |CLU| and other ligands and may play a role in cholesterol homeostasis. It may also help regulate the release of parathyroid hormone [684]. Disruption of LRP2 in mice results in defective forebrain development [683]. Its role, if any, in human ageing is unclear."
182,64,upstream,16p13.3,3725055,3880120,-1,"A transcriptional regulatory protein, CREBBP acetylates histones and mediates cAMP-gene regulation by binding to phosphorylated |CREB1|. CREBBP null mice die during embryogenesis, but heterozygous animals exhibit lipodystrophy, have increased insulin (|INS|) and leptin (|LEP|) sensitivity, and appear to be protected from weight gain induced by a high-fat diet [429]. In humans, defects in CREBBP have been associated with Rubinstein-Taybi syndrome [428]. Its important roles in transcriptional regulation and its large number of interacting partners suggest CREBBP might potentially be involved in some aspects of ageing."
183,198,putative,1q25.2-q25,186671812,186680427,-1,PTGS2 may play a role in inflammation. PTGS2-null mice developed severe nephropathy [864] and female reproductive failures [1734]. Age-related changes in PTGS2 have been reported in various tissues in mice [863]. PTGS2 has not been directly related to human ageing.
184,182,model,1q23.3,161314376,161364745,1,"A member of the mitochondrial electron transport chain, SDHC homologues have been implicated in ageing of lower life forms. In roundworms, mutations in a SDHC homologue have been reported to cause oxidative stress and premature ageing [799]. Mutations in the human SDHC gene have been associated with mitochondrial respiratory chain deficiency [798], but not with premature ageing. Whether SDHC influences human ageing has not been determined."
185,70,"upstream,putative",21q22.3,46598618,46605122,-1,"S100B is mostly expressed in glial cells where it controls neuronal and glial cell proliferation. Its expression levels change with age [453] and in Alzheimer's disease [452]. Mice overexpressing the human S100B show pathological changes in their brains [1166]. S100B may thus be involved in neurodegenerative disorders, but there is no evidence at present that S100B plays a major role in human ageing."
186,146,model,21q22.11,33903453,33915854,-1,"ATP5O is a mitochondrial protein, part of the proton-transporting complex. It has been linked to ageing in lower organisms. In roundworms, lowering the activity of an ATP5O homologue during larval stages, but not during adulthood, extends lifespan [183]. Its involvement in mammalian ageing, however, is not known."
187,63,model,10q23.3,87863438,87971930,1,"PTEN is a tumour suppressor involved in cell cycle progression as an inhibitor of insulin (|INS|) signalling. In roundworms, a PTEN homologue has been related to development and longevity regulation through the |INS|-like pathway [1348]. The same gene has been shown to mediate nutrient-dependent cell cycle arrest and growth in the germline of roundworms [1771]. PTEN-null mice die at embryonic stages while heterozygous animals develop tumours [1757]. In mice lacking PTEN in oocytes the entire primordial follicle pool becomes activated and thus all primordial follicles become depleted in early adulthood causing premature ovarian failure [1905]. Mice carrying additional copies of PTEN are protected from cancer and present a modest (16%) extension of life span that is independent of their lower cancer incidence [2457]. Mutations in the human PTEN gene have been associated with cancer [1577], and further studies are necessary to determine whether PTEN plays a role in human ageing."
188,32,model,2q36,226731317,226798790,-1,"IRS1 and |IRS2| mediate many of the cellular actions of insulin (|INS|). Results from model organisms suggest IRS1 is involved in the |IGF1|/|GH1| axis that could regulate ageing. In Drosophila, loss of chico, an insulin receptor substrate, extends lifespan [188]. Median lifespan was extended 18% in knockout mice from both sexes and 32% in females. Female animals displayed signs of resistance to ageing markers in skin, bone, immune system, and motor dysfunction, in spite of mild, lifelong insulin resistance. Heterozygous animals had normal lifespans [1924]. IRS1 may also be involved in the extended lifespan of some mouse strains [292]. In humans, mutations in IRS1 have been associated with diabetes [1658] and atherosclerosis [1657]. While it appears that IRS1 plays a role in some human age-related pathologies, its exact impact on the human ageing process is unknown."
189,189,model,6q14.1,73515750,73521032,-1,"EEF1A1 is involved in the binding of tRNA to ribosomes during protein synthesis. In fruit flies, overexpression of EEF1A1 increases longevity [814]. Whether EEF1A1 has any role in mammalian ageing has not been determined."
190,170,upstream,12q13.1,53380195,53416442,1,"An important transcription factor, SP1 is involved in the regulation of many genes, including ageing-related genes such as |WRN| [819] or cellular senescence-related genes like |CDKN2A| [3616]. Some results have linked SP1 disruption to Huntington's disease [534]. SP1 was shown to be dowregulated in cellular senescence, and under DNA damage signaling regulation [3667]. SP1 is involved in so many processes that it is possible for SP1 to play some role in human ageing.\n"
191,164,downstream,8q23.1,100918576,100952129,-1,"YWHAZ is an adapter protein implicated in several signal transduction pathways [997]. Although YWHAZ has not been directly related to ageing, because it interacts with so many proteins, including many associated with ageing such as the |INS|/|IGF1| pathway [996], it is possible that YWHAZ itself plays some role in human ageing."
192,149,"mammal,functional",19q13.32,45413434,45423562,-1,"Due to its role in DNA repair in association with the other ERCC proteins [733], it is possible that ERCC1 plays a role in human ageing. \n   +p Disruption of ERCC1 in mice results in a very short lifespan with animals dying by about four weeks of age, accompanied by mutation accumulation, decreased cellular proliferation and an increase in apoptotic cells, and signs of premature ageing in the liver and kidney [38]. Hypomorphic ERCC1 mice (hemizygous for a single truncated Ercc1 allele, encoding protein lacking seven amino acids), are also much smaller, have a decreased median and maximum lifespan (though much less severe than the ERCC1 knockout mutants) without any neoplasms observed, and display symptoms of premature aging, including decline in weight of both whole body and various organs, numerous ageing-characteristic histopathological lesions, and immune parameters [3485]. Subjecting ERCC1 knockout mice to dietary restriction triples their median and maximal remaining lifespans and reduces accelerating aging. ERCC1 knockout mice undergoing dietary restriction retain 50% more neurons and maintain full motor function. These findings suggest that dietary restriction preserves genome function by alleviating DNA damage [4361]. \n   +p In worms, ERCC1-mutants do not display a decreased lifespan. Moreover, ERCC1 deficiency further increases lifespan of daf-2 long-lived mutants [3645]. ERCC1, however, has so far not been associated with any human diseases or with human ageing.\n"
193,144,putative,7p21,22727147,22732002,1,"IL6 is involved in a variety of processes such as development, differentiation, and inflammation [720]. Mice without IL6 have a defective hepatocyte regeneration and develop liver failure [721]. Transgenic mice expressing high levels of IL6 have a reduced growth rate and low levels of |IGF1| [722]. Its levels appear to increase with age, possibly associating IL6 with age-related changes, such as chronic inflammatory diseases [717]. Polymorphisms in the human IL6 gene have been linked to age-related diseases, such as cardiovascular diseases [1050], though they have not been associated with longevity [221]. A role for IL6 in human ageing is plausible though largely obscure."
194,58,functional,12p13.31,7190362,7211483,1,"A peroxisome receptor, PEX5 has been associated with genes and pathways previously related to ageing, such as |ATM| [994]. An involvement in cellular senescence has also been suggested [402]. Nonetheless, a direct role of PEX5 in human ageing has not been demonstrated."
195,53,upstream,3q28,187668906,187670413,-1,"Somatostatin is an important regulator of endocrine and nervous system function [386]. It inhibits the release of |GH1| probably through |GHRH| [1568]. Because its levels change with age, it is likely that age-related changes are affected or affect SST [385], and a role for SST in Alzheimer's disease has also been proposed [1664]."
196,190,upstream,6p24,10396683,10415237,-1,"TFAP2A is a transcription factor involved in a variety of processes, including development and morphogenesis. Disruption of TFAP2A results in multiple developmental defects and death at birth [821]. Due to its association with |WRN| and other helicases [819], it is possible, though unproven, that TFAP2A plays some role in human ageing."
197,155,functional,20q11.2,34928433,34955798,-1,GSS is involved in redox regulation and oxidative defence. Mutations in the human GSS gene cause 5-oxoprolinuria [744]. There is no evidence directly linking GSS to ageing in humans or in model organisms.
198,22,downstream,17q21.31,42313325,42388495,-1,"Transcription factors like those of the STAT family are activated by growth factors and cytokines. Their roles in intracellular signalling pathways suggest factors such as STAT3 might be involved in ageing and/or age-related disease [266]. \n\nExpression levels of JAK-STAT signalling targets is increased with age, and STAT3 has been implicated in the regulation of self-renewal and stem cell fate in several tissues. Knockdown or pharmacological inhibition of the JAK-STAT enhances satellite stem cell division potential resulting in better muscle regeneration [3635]. \n\nSTAT3 has been associated with age-related heart failure in mice [270]."
199,151,functional,1p34,32292107,32333623,1,"HDAC1 performs the deacetylation of histones and is an important player in may processes such as development, transcriptional regulation, and cell cycle progression [736]. Homologues of HDAC1 have been linked to longevity in yeast [203] and to ageing and caloric restriction in fruit flies [202]. Whether HDAC1 is involved in human ageing, however, is unknown."
200,23,downstream,17q11.2,42287547,42311942,1,"Like |STAT5B|, STAT5A is an important player in the activation of transcription and intracellular signalling. Mice with disrupted STAT5A and |STAT5B|, though short-lived due to numerous other deficiencies, exhibit phenotypes similar to those observed in |GHR| knockout mice in that they are 20%-40% smaller than controls with signs of disrupted |GH1| functions such as lower |IGF1| levels [1892]. \n\nAbsence of Stat5 from pancreatic beta-cells in mice has no discernable impact on islet development and function in young animals, however, Stat5 appears to be an important component in beta-cell function in older mice [3666]. \n\nIts relation to other proteins that may be involved in ageing make STAT5A a promising subject of research in gerontology [266], though it is not known whether it plays a role in human ageing."
201,141,"functional,putative",1p34.1,45511035,45521938,-1,"PRDX1 is involved in redox regulation and possibly in intracellular signalling cascades. Mice lacking PRDX1 have a shorter longevity due to anaemia and cancer, though it is unclear whether these animals age faster [50]. PRDX1 has not been directly associated with human ageing."
202,127,"mammal,model",8p23.1,10054269,10428891,1,"MSRA repairs damage resulting from oxidative stress. Results from invertebrates suggest a role for MSRA in ageing. Overexpression of a MSRA homologue in fruit flies extends lifespan [42]. Disruption of MSRA in mice decreases longevity and, albeit not proven, might accelerate ageing [43]. Elevated expression of human MSRA in transgenic mice reduces the rate of age-related death in female mice when targeted to the cytosol, and improves insulin sensitivity when targeted to the mitochondria. However, neither intervention extends lifespan [4486]. In humans, MSRA has been associated with age-related diseases, such as Alzheimer's disease [978]. Therefore, MSRA could be involved in human ageing."
203,2,mammal,20q11.2,37251086,37256896,-1,"GHRH is secreted in the hypothalamus to stimulate the synthesis and secretion of growth hormone (|GH1|). Defects in the human GHRH gene cause dwarfism while hypersecretion causes gigantism, but it is unknown whether the ageing process is affected in these patients. Declines in |GH1| with age may be due to a deficiency in GHRH [1354]. Knockout mice live 46% longer than controls: Females live 43% longer and males 51% longer, though maximum lifespan was only increased (by 33%) in females. Both males and females and markedly smaller than controls [3280]. Given these results, it is possible that GHRH is involved in some aspects of human ageing. "
204,24,putative,8p12,32646732,32743252,1,"The NRG1 gene encodes multiple transcripts that appear to play a role in neuronal development, differentiation, and apoptosis [272]. It may be involved in neurodegenerative pathologies [1297], but it is unknown whether it plays a role in human ageing."
205,43,downstream,17p11.2,16030094,16215560,-1,"NCOR1 is a transcriptional mediator that regulates chromatin condensation. Its exact functions are unknown but there is evidence linking NCOR1 to development [353]. Although there is little evidence to suggest NCOR1 influences ageing, due to its relation with several proteins thought to be related to ageing and age-related diseases [691]. Additionally, NCOR1 knockout mice, although more obese than wild type, display  a significant increase in glucose tolerance, enhanced insulin sensitivity and decreased adipose tissue inflammation [3658]. NCOR1 might potentially play some role in human ageing."
206,25,functional,5q31,141620876,141636856,-1,"HDAC3 performs the deacetylation of histones and likely participates in transcriptional regulation [736]. Homologues of HDAC3 have been linked to longevity in yeast [203] and to ageing and caloric restriction in fruit flies [202]. Its relation to human ageing is not known, yet because of its many functions, it is possible that HDAC3 plays some role on ageing."
207,212,functional,11q23.3,119093875,119095467,-1,"Histones such as H2AFX are part of the nucleosome, which consists of DNA wrapped around histones. H2AFX has been involved in DNA repair together with, among others, |NBN| and |TP53| [1004]. H2AFX-null mice were growth retarded and showed signs of genomic instability [1004]. Whether H2AFX plays a role in human ageing remains to be determined."
208,213,putative,17q21.3,48607233,48611021,-1,"HOXB7 is a member of the homeobox family, also called HOX, crucial in morphogenesis and development [1024]. The expression of many HOX genes, including HOXB7, declines with age, even prior to adulthood [1020]. An association of HOX genes with longevity has been proposed [1022], though there is no direct evidence linking HOXB7 to human ageing. "
209,214,putative,12q13.3,54053877,54056030,1,"HOXC4 is a member of the homeobox family, also called HOX, crucial in morphogenesis and development [1024]. The expression of many HOX genes, including HOXC4, declines with age, even prior to adulthood [1020]. HOXC4 also interacts with |XRCC6| and |PRKDC| [1017]. An association of HOX genes with longevity has been proposed [1022], though there is no direct evidence linking HOXC4 to human ageing."
210,75,downstream,5q31.3,143277930,143403689,-1,"NR3C1 is a glucocorticoid receptor that modulates the expression of glucocorticoid-responsive genes. Mice with reduced NR3C1 function show behavioural changes indicative of cognitive impairment  [1025], and in rats neurodegeneration has been associated with NR3C1 [1031]. A direct role in human ageing has not been demonstrated."
211,101,mammal,10q24.2,94545767,94602099,1,HELLS is a transcriptional regulator acting on chromatin and maybe affecting cellular proliferation. It has been linked to leukaemia [1047]. About 60% of HELLS-null mice die shortly after birth. Survivors do not commonly live more than a month but exhibit growth retardation and signs of premature ageing [1045]. Whether HELLS impacts on human ageing is unknown.
212,72,mammal,15q25,89316305,89334795,-1,"POLG is involved in mitochondrial DNA replication and repair [1060]. Mice with a proof-reading-deficient version of POLG display signs of premature ageing starting at about 25 weeks of age [1059]. Although the exact molecular and cellular events responsible for such phenotype are not clear, they could involve the accumulation of mitochondrial DNA mutations and an increased apoptosis [1466]. In humans, mutations in POLG have been associated with CNS diseases [1055]. Further studies are necessary to determine whether POLG plays a role in human ageing."
213,140,upstream,10q23.2-q2,86958531,86963260,1,"SNCG is a member of the synuclein family of proteins which are believed to be involved in the pathogenesis of neurodegenerative diseases. SNCG also appears to regulate |BUB1B| [1702]. While SNCG has been linked to cancer and CNS development [1083], its role, if any, in human ageing is unknown."
214,197,mammal,15q15,40161009,40221136,1,"BUB1B is a mitotic checkpoint that controls chromosome segregation and maintains genetic stability [1080]. BUB1B-null mice die at embryonic stages [1081], but accelerated ageing has been reported in mice with BUB1B insufficiency [1082]. Overexpression of BubR1, in mice, preserves genomic integrity, reduces tumorigenesis and extends average and maximum lifespan by 14% and 18%, respectively [3267]. In humans, mutations in the BUB1B gene have been associated with cancer [1733]. "
215,95,functional,9p13.3,32972606,33001641,-1,"APTX is a member of the histidine triad superfamily encoding a number of transcripts. The APTX protein appears to be involved in DNA repair, and it interacts with DNA repair pathways as well as with ageing-related genes [1098]. Mutations in APTX have been associated with ataxia-ocular apraxia, a neurological disorder, as well as increased susceptibility to genotoxic stress [1099]. APTX has not been directly linked to human ageing, though a potential role should not be discarded."
216,89,mammal,20q13.1,50190583,50192691,1,"Like |CEBPA|, CEBPB is a transcription factor involved in fat metabolism. CEBPB also appears to play a role in liver regeneration [1130]. Albeit it was not clear their ageing process was retarded, mice carrying the CEBPB gene instead of |CEBPA| lived 20% more than controls, burned more fat, and their mitochondria were more active [1122]. As such, it is possible that CEBPB plays a role in human ageing, though further studies are necessary to confirm this hypothesis."
217,88,functional,19q13.1,33299934,33302564,-1,CEBPA is a transcription factor expressed in adipose tissues that modulates the expression of leptin (|LEP|). It can also affect the cell cycle. CEBPA-null mice die shortly after birth [1128]. Replacing the CEBPA gene by |CEBPB| in mice increases lifespan by about 20% [1122].
218,221,"mammal,model,cell",1p36.2,11106531,11262551,-1,"The MTOR kinase belongs to the target of rapamycin group of enzymes which regulate cellular growth and proliferation [1318]. TOR enzymes, homologues of MTOR, have been linked to ageing in lower organisms. In yeast, deletions in the nutrient-responsive TOR pathway increased lifespan, and caloric restriction failed to further increase lifespan [1570]. Similarly, in roundworms, TOR deficiency more than doubled the lifespan [1319], and TOR disruption in fruit flies also extended lifespan [1317].\n\n+p In invertebrates, a functional link between MTOR and insulin (|INS|)/|IGF1| signalling has been proposed [1322], which further hints of a role for MTOR in ageing. Mice hypomorphic for mTOR have reduced mTORC1 expression, are smaller and live 20% longer [3258]. Female mice heterozygous for both mTOR and mLST8 also exhibit decreased mTORC1 activity and extended life span but have normal glucose tolerance and insulin sensitivity. While rapamycin also disrupts the mTORC2 complex, the lifespan extension is mediated through the mTORC1 complex [3628]. MTORC1 activity is reduced in the tissues of three long lived mice mutants: Snell dwarf mice (|POU1F1| mutants), |GHR| knockout mice and |PAPPA| knock-out mice [4356]. In |GHR| knockout mice mTORC2 signalling is upregulated. Treating GHR knockout mice with rapamycin causes no further downregulation of mTORC1 but does interfere with mTORC2 and disrupts whole body homoeostasis [4493]. There, mTORC1 and mTORC2 play different roles in the ageing process. \n\n+p In human cell cultures MTOR inhibition supresses the senescence associated secretory phenotype (SASP), which can disrupt tissues and contribute to age-related pathologies, including cancer. MTOR normally acts to regulate the SASP by promoting IL1A translation, which in turn promotes |NFKB1| transcriptional activity [4337]. More work is needed to determine whether MTOR is associated with human ageing but it is a promising target for further research.\n\n"
219,222,"upstream,putative",7p14,30964021,30979531,1,"GHRHR is mostly expressed in the pituitary and functions as the receptor for |GHRH|. Different splice variants appear to exist. Knock-out mice without GHRHR, called little mice, live about 25% longer than controls [5], but it is unclear whether their ageing process is delayed. Mutations in the human GHRHR gene have been associated with growth deficiency and dwarfism [1751], though there is no indication that these patients live longer. GHRHR might play a role in human ageing through the |GH1|/|IGF1| axis."
220,223,downstream,3p21,41199451,41240448,1,"    CTNNB1, also known as beta-catenin, is a member of the adherens junctions proteins, involved in epithelial layers that mediate adhesion between cells, cell communication, growth, embryogenesis, and wound healing.\n    +p In roundworms, CTNNB1 has been associated with FOXO in oxidative stress signalling [1358]. In mice with a conditional mutation in CTNNB1 in the epidermis and hair follicles, if CTNNB1 was deleted, hair was completely lost after the first hair cycle, and without CTNNB1 skin stem cells failed to differentiate [1359]. CTNNB1 is also involved in Wnt signalling, which could play a role in adult stem cell self-renewal [1364]. Engraftment of young haematopoietic cells into old mice reverses the aged fracture phenotype and diminished osteoblastic differentiation capacity of old mice. CTNNB1 signalling was found to be important in this process. Temporal reduction of CTNNB1 during early fracture repair has been found to improve bone healing in old mice [4334]. \n   +p Mutations in CTNNB1 have been associated with cancer in human patients [1362]. A role for CTNNB1 in human ageing is plausible though unconfirmed.\n"
221,224,putative,14q24.3,73136435,73223691,1,"The PSEN1 gene has multiple transcriptional variants and its functions could include the cleavage of |APP| and notch receptor protein. PSEN1-null mice die shortly after birth [1368]. Inactivating PSEN1 in the postnatal forebrain reduced beta-amyloid generation with subtle cognitive deficits [1374]. Mutations in the human PSEN1 gene cause early-onset Alzheimer's disease [1381], though PSEN1's role in human ageing remains largely unknown."
222,225,putative,19q13,39498917,39508481,1,"DLL3 is a member of the Notch pathway involved in development. In mice, Notch signalling, including DLL3, has been linked to regeneration in the liver [1385]. DLL3 has also been linked to development and neurogenesis. Mutations in DLL3 have been associated with developmental defects, but not ageing. The Pudgy (pu) mice phenotype of severe vertebral and rib deformities is caused by a mutation in DLL3 [1388]. Mutations in the human DDL3 gene cause axial skeletal defects [1390]. It is unclear whether DLL3 plays a role in human ageing but it could be part of age-related changes in regenerative ability [1386]."
223,226,"mammal,cell",9p21,21967752,21975133,-1,"    The CDKN2A gene encodes different transcripts involved mostly in cell cycle regulation and cellular senescence, including the tumour suppressor proteins p16 and p19 [1494]. At least three alternatively spliced variants encoding distinct proteins have been reported.\n\n   +p CDKN2A expression levels increase with age in rodents [1394]. In one study, increased CDKN2A dosage in mice resulted in cancer resistance and normal ageing [1401]. Conditional expression of transgenic p16 in mice strongly inhibits proliferation of normal and stem- intestinal cells, cell cycle progression, and causes several signs of premature ageing (reduced hair density and diameter, variable lightening of hair colour, lower weight, and kyphosis, etc.). These features of premature ageing are reversible through de-induction of p16 [3615]. p16 induced senescence in mouse pancreatic beta cells enhances |INS| secretion [4353]. One study in progeroid mice reported that the clearance of senescent cells expressing CDKN2A delays ageing-associated phenotypes, such as lordokyphosis, sarcopenia and cataracts, although it does not extend lifespan [1979]. In normal mice, the clearance of p16 positive cells delays tumorigenesis, increases lifespan and attenuates age-related deterioration of several organs without apparent side effects [4352]. In contrast, increased but regulated CDKN2A and |TP53| activity has been found to ameliorate age-associated central nervous system functional decline in mice, acting to maintain the neural stem cell pool [4333]. Regulated CDKN2A activity provides a mechanism for extended lifespan and health span in mice [4333].  \n\n   +p Loss of CDKN2A in mice has been reported to result in tumour susceptibility [1395]. Mice deficient in CDKN2A also showed a smaller age-related decline in self-renewal potential as this process is associated with increasing levels of CDKN2A [1945]. In geriatric mice, satellite cells lose reversible quiescence by switching to an irreversible pre-senescence state, due to derepression of CDKN2A. Silencing of CDKN2A restores the cell quiescence [3614]. \n\n   +p Mutations in the human CDKN2A gene have been associated with cancer [1399]. Therefore, although it is clear CDKN2A is involved in cancer and is a marker of ageing, its mechanistic role in human ageing remains unknown.\n"
224,228,putative,5q35.3,177456613,177473693,-1,"DBN1 is thought to be involved in neuronal growth. In a mouse model of Alzheimer's disease, DBN1 levels were found to decline with age [1666]. DBN1 could thus play a role and neurodegenerative diseases."
225,229,putative,17q22,56593699,56595590,1,"NOG appears to be involved in development, though its exact functions remain unclear.  Mice without NOG die shortly after birth [1417]. Overexpression of NOG in mice resulted in severe osteoporosis [1412]. Mutations in the human NOG gene affect joint morphogenesis [1415]. NOG may be a factor in bone ageing, but its role in human ageing remains to be established."
226,230,human_link,7q11.23,74027789,74069906,1,"ELN is structural protein that may be related to arterial morphogenesis. Mice without ELN die of obstructive arterial disease [1651]. In humans, mutations in ELN have been associated with vascular disease [1655]. Large deletions resulting in hemizygosity of the elastin gene cause Williams-Beuren syndrome [1665], which has been suggested to resemble accelerated ageing [1422]. ELN also plays a role in skin ageing [3333]. Therefore, ELN has been associated with various ageing changes."
227,227,"cell,putative",11q13,67398181,67401905,-1,"PPP1CA is part of protein phosphatase 1 (PP1), which is involved in different cellular processes including cell division, protein synthesis, and synaptic plasticity. It has also been associated with oncogene-induced senescence [3344]. PP1 inhibition in mice was associated with prolonged memory, and old mice had preserved memory, which suggests that PP1, including PPP1CA, could play a role in cognitive ageing [1407]. PPP1CA cardiac-specific overexpression in mice resulted in premature heart failure [1408]. Further research is necessary to establish whether PPP1CA is related to human ageing."
228,205,putative,17q21.1,45894382,46028333,1,The MAPT protein appears to promote microtubule assembly and stability. MAPT undergoes complex alternative splicing and its transcripts are differentially expressed in the nervous system depending on neuron type and maturation. Abundant evidence exists linking mutations in MAPT to neurodegenerative diseases in humans [1429].
